las_county;las_numb;residency;grid;name;sex;age;residence yrs;birth_inf;birth_mot;birth_fat;school;comment
NORTHUMBERLAND;;;;L.H.;f;75;73;Blyth;same;same;;
NORTHUMBERLAND;;;;M.A. C.;f;49;47;Blyth;same;same;;
NORTHUMBERLAND;;;;J.W.C.;m;55;38;Gateshead, Co. Durham;Cumberland;Westmorland;;
NORTHUMBERLAND;72e;Blyth;45/3181;T.B.P.;m;54;42;Newsham;Fakenham, Norfolk;South Shields, Co. Durham;;
NORTHUMBERLAND;72f;Blyth;45/3181;–.P.;m;65;40;–;–;–;;
NORTHUMBERLAND;72g;Blyth;45/3181;G.S.;m;60;47;Seghill;Co. Durham;South Yorkshire;;
NORTHUMBERLAND;72h;Blyth;45/3181;G.S.;m;67;30;Northumberland;same;same;;
NORTHUMBERLAND;72i;Blyth;45/3181;A.W.;f;43;32;Blyth;same;same;;
NORTHUMBERLAND;72j;Blyth;45/3181;R.W.;m;65;62;Blyth;same;same;;
NORTHUMBERLAND;72k;Blyth;45/3181;H.B.W.;f;47;45;Blyth;Norfolk;Blyth;;
NORTHUMBERLAND;73;'stooprigg;35/8472;E.N.;f;59;42;Shepherd Shields;Kirkharle;Gofton;;
NORTHUMBERLAND;74;Hallington Home Farm;35/9977;C.M.;m;83;46;North Heugh;Hallington New;North Heugh;;
NORTHUMBERLAND;75;Colwell;35/9575;R.C.;m;85;76;Northumberland;Northumberland;Roxburgh;;
NORTHUMBERLAND;76;lngoe;45/0374;D.R.;f;;;;;;;With the help of children of lngoe School.
NORTHUMBERLAND;77;Stamfordham;45/0772;J.E.D.;m;67;43;Milbourne High House;Ponteland;Elsden Mill;;
NORTHUMBERLAND;78;Great Whittington;45/0070;E.H.;f;;16;–;–;–;;
NORTHUMBERLAND;79;Milbourne;45/1275;G.P.;m;70;20½;Sunderland, Co. Durham;same;same;;
NORTHUMBERLAND;80;Dalton;45/1072;E.E.P.;f;39;7;Westerhope;Heddon;Dereham, Cumberland;;
NORTHUMBERLAND;81;Ponteland;45/1672;G.H.;m;76;76;Ponteland;–;–;;
NORTHUMBERLAND;82;Stann ingt on;45/2179;N.G.;m;52;23;Hedden-on-Wall;Ashington;Morpeth;;
NORTHUMBERLAND;83;Hartford Colliery;45/2679;w.c.;m;87;42;Shankhouse;Cornwall;Cornwall;;
NORTHUMBERLAND;84;Shankhouse;45/2778;–.B.;f;–;–;–;–;–;;
NORTHUMBERLAND;85;Cramlington;45/2677;E.N.S.;m;65;40;Killingworth;Cramlington;Cramlington;;
NORTHUMBERLAND;86;East Cramlington;45/2876;E.H.;m;34;31;Cramlington;Horton Grange;Cramlington;;
NORTHUMBERLAND;87;Annitsford;45/2674;E.Q.;m;42;42;Felling-on-Tyne, Co. Durham;same;same;;
NORTHUMBERLAND;88a;Seghill;45/2874;D.K.M.;f;50;26;Seaton Delaval;Holywell;Seghill;;
NORTHUMBERLAND;88b;Seghill;45/2874;A.E.S.;m;62;30;Whalton;Seaton Delaval;Morpeth;;
NORTHUMBERLAND;89;Dinnington;45/2073;A.B.;f;87;87;Dinnington;–;–;;
NORTHUMBERLAND;90;Dudley;45/2573;L.C.;f;35;6;Dudley;Seaton Burn;Dudley;;
NORTHUMBERLAND;91;Back worth;45/2972;W.F.;m;43;40;Shiremoor;Shiremoor;Cambois;;
NORTHUMBERLAND;92;Westmoor;45/2670;M.C.;f;;;;;;;Information collected from local residents.
NORTHUMBERLAND;93;Newsham;45/3079;F.H.;m;72;69;Newsham;Durham;Gloucester;;
NORTHUMBERLAND;94a;New Hartley;45/3076;M.J.D.;f;65;·30;New Delaval;same;same;;
NORTHUMBERLAND;94b;New Hartley;45/3076;J.G.F.;m;50;47;NewHartley;New Hartley;Seaton Delaval;;
NORTHUMBERLAND;95a;Seaton Sluice;45/3376;T.W.G.;m;80;53;Seaton Delaval;Backworth;Long Benton;;
NORTHUMBERLAND;95b;Seaton Sluice;45/3376;F.N.S.;m;51;48;Seaton Sluice;Seaton Slu ice;Birmingham;;
NORTHUMBERLAND;96;Seaton Delaval;45/3075;M.F.;f;64;64;Blyth;New Hartley;Caldbeck, Cumb.;;
NORTHUMBERLAND;97;Holywell;45/3174;T.J.B.;m;82;52;Seaton Delaval;–;Berwick-on-Tweed;;
NORTHUMBERLAND;98;Earsdon;45/3272;J.A.S.;m;59;59;Earsdon;Shiremoor;Earsdon;;
NORTHUMBERLAND;99a;Whitley Bay ;45/3572;E.G.;m;–;–;–;–;–;;
NORTHUMBERLAND;99b;Whitley Bay ;45/3572;J.G.R.;m;69;20;Annitsford;Burradon;Burradon;;
NORTHUMBERLAND;99c;Whitley Bay ;45/3572;W.H.T.;m;77;74;Tynemouth;North Shields ;Howdon-on-Tyne;;
NORTHUMBERLAND;99d;Whitley Bay ;45/3572;M.T.;f;58;43;Newcastle-on-Tyne;Tynemouth;Newcastle-on-Tyne;;
NORTHUMBERLAND;100;Shiremoor;45/3171;A.W.;f;53;50;Shiremoor;same;same;;
NORTHUMBERLAND;101a;Cullercoats;45/3671;G.D.;m;77;76;Cullercoats;same;same;;
NORTHUMBERLAND;101b;Cullercoats;45/3671;M.B.S.;f;44;18;Wallsend;same;same;;
NORTHUMBERLAND;102;Greenhead;35/6665;C.R.;f;43;43;Greenhead;same;same;;
NORTHUMBERLAND;103a;Hatlwhistle;35/7164;W.C.F.;m;73;73;Haltwhistle;Durham;Haltwhistle;;
NORTHUMBERLAND;103b;Haltwhistle;35/7164;M.P.;m;62;40;Haydon Bridge ;Fourstones;Allendale;;
NORTHUMBERLAND;103c;Haltwhistle;35/7164;J.S.T.;m;54;11;Haydon Bridge ;Stamfordham;Wall, Hexham ;;
NORTHUMBERLAND;104a;Bardon Mill ;35/7764;E.M.D.;f;44;42;Bardon Mill ;Acomb;Hexham;;
NORTHUMBERLAND;104b;Bardon Mill ;35/7764;R.S.J.;m;53;50;Bardon Mill ;Tow House ;Henshaw;;
NORTHUMBERLAND;105;Newburgh;35/8867;G.R.W.;m;54;10;East Northumberland ;Newcastle;East Northumberland ;;
NORTHUMBERLAND;106;Wall;35/9169;J.T.R.;m;54;12;High Warden, Hexham ;Wall, Hexham ;Linnolds, Hexham ;;
NORTHUMBERLAND;107;Fern Hill ;35/9567;G.W.S.;m;60;28;Hexham;Pitlochry, Perthshire ;Gt Bavington ;;
NORTHUMBERLAND;108a;Hexham;35/9364;J.C.;m;65;33;Newcastle;–;–;;
NORTHUMBERLAND;108b;Hexham;35/9364;R.G.;m;60;–;Fourstones;Haltwhistle;Hexham area ;;
NORTHUMBERLAND;108c;Hexham;35/9364;C.W.W.;m;69;66½;Hexham;Halesworth, Suffolk ;Thorp Arch, Yorks. ;;
NORTHUMBERLAND;109;Horsley;45/0965;J.T.;m;67;64;Horsley;Wearhead, Co. Durham ;Ryal, nr. Barrasford ;;
NORTHUMBERLAND;110;Farnley;45/0062;T.H.;m;67;61;Langley;Acomb;Whitfield;;
NORTHUMBERLAND;111a;Prudhoe;45/0962;H.A.;m;44;42;Prudhoe;Leadgate, Durham ;Sanquhar, Dumfriesshire ;;
NORTHUMBERLAND;111b;Prudhoe;45/0962;H.P.;m;73;58;Upper Weardale, Co. ;Allendale;Upper Weardale, Co. Durham ;;
NORTHUMBERLAND;112;Ridingmill;45/0161;G.W.F.C. ;m;74;45;Durham;Wylam-on-Tyne;Shiremoor;;
NORTHUMBERLAND;113;Stockfield;45/0650;M.H.Y;m;65;20;Newcastle-on-Tyne;Glanton;Gateshead, Co. Durham ;;
NORTHUMBERLAND;114;Throckley;45/1567;T.E.D.;m;61;58;Throckley;–;Rothbury;;
NORTHUMBERLAND;115;Westerhope;45/1967;W.D.R.;m;67;30;Bedlington;Alnwick;North Shields ;;
NORTHUMBERLAND;116;Heddon-on-the-Wall;45/1366;S.E.;f;62;–;Heddon-on-the-Wall;same;same;;
NORTHUMBERLAND;117;Wallbottle;45/1666;B.A.C.;f;76;73;Newcastle-on-Tyne;Felling-on-Tyne, Co. Durham  ;Newburn-on-Tyne;;
NORTHUMBERLAND;118a;Newburn-on-Tyne;45/1665;D.H.;m;61;10;Earsdon;Newcastle-on-Tyne;Blaydon-on-Tyne, Co. Durham ;;
NORTHUMBERLAND;118b;Newburn-on-Tyne;45/1665;G.W.;m;42;40;Newburn-on-Tyne;same;same;;
NORTHUMBERLAND;119;Ryton;45/1564;J.J.;f;62;4½;Lemington;Chester-le-Street, Co. Durham ;Corbridge;;
NORTHUMBERLAND;120a;Lemington;45/1864;H.C.;m;69;32;Wallbottle;same;Not known ;;
NORTHUMBERLAND;120b;West Denton ;45/1864;J.W.J.;m;48;44;Lemington;Felling-on-Tyne, Co. Durham ;Newburn-on-Tyne;;
NORTHUMBERLAND;120c;Lemington;45/1864;G.B.S.;m;65;65;Denton Burn ;Haltwhistle;Ireland;;
NORTHUMBERLAND;121;Fawdon;45/2269;G.W.C.;m;63;50;Hovingham, Yorks. ;Farndale, Yorks. ;Kirkbymoorside, Yorks. ;;
NORTHUMBERLAND;122a;Forest Hall ;45/2769;G.H.;m;57;50;Burradon;Seghill;Burradon;;
NORTHUMBERLAND;122b;Forest Hall ;45/2769;W.G.W.;m;67;63;Corpusty, Norfolk ;same;same;;
NORTHUMBERLAND;123;Coxlodge;45/2268;J.D.;m;69;54;Durham;Edinburgh, Midlothian ;Bonnyrigg, Midlothian  ;;
NORTHUMBERLAND;124a;Gosforth;45/2368;R.H.;m;81;79;Gosforth;same;same;;
NORTHUMBERLAND;124b;Gosforth;45/2368;J.S.S.;m;56;–;Durham;Durham;Hutton-Rudby, Yorks.  ;;
NORTHUMBERLAND;125;Jesmond;45/2566;T.H.S.;m;48;40;Stakeford;same;same;;
NORTHUMBERLAND;126a;Wallsend-on-Tyne;45/2966;J.J.;m;47;45;Wallsend;Coatbridge, Lanarkshire ;Coatbridge, Lanarkshire ;;Words supplied by J.S.
NORTHUMBERLAND;;;;J.S.;m;–;76;Tyneside;same;same;;
NORTHUMBERLAND;126b;Wallsend;45/2966;M.N.T.;f;53;53;Wallsend;Jarrow, Co. Durham ;Weardale, Co. Durham ;;
NORTHUMBERLAND;126c;Wallsend;45/2966;J.H.W.;m;72;72;Wallsend;Felling-on-Tyne, Co. Durham ;North Sunderland ;;
NORTHUMBERLAND;126d;Wallsend;45/2966;;;;;;;;;Staff of Girls' School 
NORTHUMBERLAND;126e;Wallsend;45/2966;;;;;;;;;Grammar School 
NORTHUMBERLAND;126f;Wallsend;45/2966;;;;;;;;;Staff of Infants' School. 
NORTHUMBERLAND;127a;Newcastle-on-Tyne;45/2464;G.B.B.;m;59;57;Newcastle-on-Tyne;same;same;;
NORTHUMBERLAND;127b;Newcastle-on-Tyne;45/2464;M.I.;f;;;;;;;Information supplied by various local residents. 
NORTHUMBERLAND;127c;Newcastle-on-Tyne;45/2464;M.L.;f;–;–;–;–;–;;
NORTHUMBERLAND;127d;Newcastle-on-Tyne;45/2464;W.M.;f;36;25;Heworth, Co. Durham ;Duston, Co. Durham ;Heworth, Co. Durham ;;
NORTHUMBERLAND;127e;Newcastle-on-Tyne;45/2464;R.T.M.;m;–;57;Co. Durham ;Gateshead, Co. Durham;Co. Durham ;;
NORTHUMBERLAND;127f;Newcastle-on-Tyne;45/2464;J.A.P.;m;66;63;Newcastle-on-Tyne;same;same;;
NORTHUMBERLAND;127g;Newcastle-on-Tyne;45/2464;I.R.;f;83;80;Newcastle-on-Tyne;Maryport, Cumb. ;Newcastle-on-Tyne;;
NORTHUMBERLAND;127h;Newcastle-on-Tyne;45/2464;;;;;;;;;Staff of Infants' School. 
NORTHUMBERLAND;128;Tynemouth;45/3669;J.T.R.;m;74;72;Wall send-on-Tyne;Birtley, Co. Durham;Wallsend-on-Tyne;;
NORTHUMBERLAND;129a;North Shields;45/3648;P.G.;m;59;57;North Shields;same;same;;
NORTHUMBERLAND;129b;North Shields;45/3648;M.R.;f;–;–;–;–;–;;
NORTHUMBERLAND;129c;North Shields;45/3648;E.M.T.;f;49;8;Killingworth;Jesmond;Seghill;;
NORTHUMBERLAND;130a;Willington Quay;45/3266;D.M.;m;47;40;Willington Quay;Ireland;Ireland;;
NORTHUMBERLAND;130b;Willington Quay;45/3266;C.D.;m;51;49;Willington Quay;Suffolk;Yarmouth, Norfolk;;
NORTHUMBERLAND;130c;Willington Quay;45/3266;H.G.;f;–;–;Willington;Berwick-on -Tweed;Willington;;
NORTHUMBERLAND;130d;Willington Quay;45/3266;R.O.;f;41;20;Corbridge;–;Alnwick;;
NORTHUMBERLAND;130e;Willington Quay;45/3266;J.S.;m;73;71;Howdon-on-Tyne;Thursby, Carlisle, Cumb. ;South Shields, Co. Durham ;;
NORTHUMBERLAND;130f;Willington Quay ;45/3266;;;;;;;;;Information supplied by the Head Teacher , Willington Quay R.C. School. 
NORTHUMBERLAND;131;South Shields;45/3666;J.E.C.;m;70;67;South Shields;same;same;;
NORTHUMBERLAND;132;Slaggyford;35/6752;E.W.B.;f;48;32;Penrith;Kirkhaugh;Slaggyford;;
NORTHUMBERLAND;133;Keenleyside;35/7955;E.H.S.;f;61;61;Keenleyside;Birtley, Co. Durham;Greysouthen, Cumb.;;
NORTHUMBERLAND;134;Catton;35/8257;F.W.N.;m;73;12;Blackhill, Durham;Castleside, Co.;Blackhill, Durham;;
NORTHUMBERLAND;135;Allendale;35/8355;H.S.;m;68;65;Allendale;Durham same;same;;
NORTHUMBERLAND;136;Steel;35/9358;F.A.;m;64;54;Ryton;Tyneside;Tyneside;;
NORTHUMBERLAND;137;Slaley;35/9758;G.H.;m;79;50;–;–;–;;
NORTHUMBERLAND;138;Steel, Hexham;35/9152;T.N.;m;79;5;Hexham;Allenheads;Allendale;;
NORTHUMBERLAND;139;Stocksfield;45/0749;P.S.;m;31;28;Newcastle;Newcastle;Hedley-on-the-Hill;;
NORTHUMBERLAND;140;Healey;45/0158;T.F.;m;80;57½;Slaley;–;–;;
NORTHUMBERLAND;141;Newlands;45/0955;M.P.;f;63;46;Newcastle -on-Tyne;Stocksfield;Wall;;
NORTHUMBERLAND;142;Allenheads;35/8665;A.J.;m;59;59;Allenheads;same;same;;
NORTHUMBERLAND;143;Castl esid e;45/0748;K.M.;f;67;25;Castleside;Heateyfield;Aydon;;
CUMBERLAND;1a;Bowness-on-Solway;35/2262;1.M.H.;f;54;42;Penrith;nr. Aspatria;nr. Alston;;
CUMBERLAND;1b;Bowness-on-Solway;35/2262;M.A.S.;f;63;60;Bowness-on-Solway;Carlisle;Bowness-on-Solway;;
CUMBERLAND;2;Blackford;35/3962;G.P.;m;69;50;Scaleby;Kirklinton;Kirklinton;;
CUMBERLAND;3;Kirklinton;35/4367;R.T.D.;m;77;74;Kirklinton;Easton;Newby West;;
CUMBERLAND;4;Walton;35/5264;M.J.;f;–;20;Lorton;Salter Hall;Ennerdale;;
CUMBERLAND;5a;Brampton;35/5261;N.D.;f;67;46;Houghton;Knaresdale, Alston;Scaleby;;
CUMBERLAND;5b;Brampton;35/5261;H.R.;m;60;18;Allensteads;Tercrossit;Shap;;
CUMBERLAND;6;Gilsland;35/6266;J.B.;m;36;36;Haltwhistle, Northid.;same;same;;
CUMBERLAND;7;Silloth;35/1153;J.A.;m;73;50;Mawbray;Mawbray;Beckfoot;;
CUMBERLAND;8;Fingland;35/2557;A.M.;f;52;36;Fingland;Saltcoats, Ayrshi re;nr. Fingland;;
CUMBERLAND;9;Gamelsby;35/2552;–.G.;f;–;–;–;–;–;;
CUMBERLAND;10;Dockrayrigg;35/2550;O. H.W.;f;66;–;Bothel;Kinniside;Arlecdon;;
CUMBERLAND;11;Great Orton;35/3254;J.H.;m;60;23;Blind Bothe!;St John's-in-the-Vale;Santon Bridge;;
CUMBERLAND;12;Cumwhinton Station;35/4552;A.G.;m;–;30;–;–;–;;
CUMBERLAND;13a;Carlisle;35/4056;F.A.;m;62;16;Carlisle;same;same;;
CUMBERLAND;13b;Carlisle;35/4056;W.F.;m;41;9;Bewcastle;same;same;;
CUMBERLAND;13c;Carlisle;35/4056;I.M.;f;35;35;Roweltown;Carlisle;Longtown;;
CUMBERLAND;13d;Carlisle;35/4056;A.T.T.;f;66;2;Stockdalewath;Penrith;Penrith;;
CUMBERLAND;14;Thursby  (Sch.);35/3250;H.A.;m;59;21;Carlisle;Carlisle;Maryport;;
CUMBERLAND;15a;Asp at ria, Carlisle;35/1441;J.B.;m;49;–;Aspatria;same;same;;
CUMBERLAND;15b;Aspatria;35/1441;W.C.;m;39;–;Oughterside;Aspatria;Broughton Moor;;
CUMBERLAND;15c;Aspatria;35/1441;W.S.;m;67;67;Aspatria;Lorton;Parsonby;;
CUMBERLAND;16;Blennerhasset;35/1741;A.B. ;m;70;;;;;;Information supplied by Blennerhasset Discussion Group. 
CUMBERLAND;17;Bolton Low Houses;35/2344;S.G.;f;62;50;Roslyn Castle;Buck Farm;Bewcastle;;
CUMBERLAND;18;Mealsgate;35/2142;M.J.I.;f;49;1;Aspatria;Carlisle;Aspatria;;
CUMBERLAND;19;Southwaite;35/4744;J.B.;m;44;5;Maryport;same;same;;
CUMBERLAND;20;Armathwaite;35/5046;W.T.;m;67;54;Dufton, Westmoreland;;Brampton;;
CUMBERLAND;21;Kirko swald;35/5541;D.H.E.W.;f;55;40;Essex;Kirkoswald;Kirkoswald;;
CUMBERLAND;22;Hazelrigg;35/6140;J.T.;m;83;80;Gamblesby;same;same;;
CUMBERLAND;23;Garrigill;35/7441;H.R.;f;–;–;–;–;–;;
CUMBERLAND;;;;R.H .;m;–;–;–;–;–;;
CUMBERLAND;24;Maryport;35/0336;J. I.C.;f;66;66;Maryport;Maryport;Workington;;
CUMBERLAND;25;Dovenby;35/0933;C.I.B.;f;49;14;Workington;Blackford;Mealsgate;;
CUMBERLAND;26;Seaton;35/0130;G.S.;m;63;–;Seaton;same;same;;
CUMBERLAND;27;Brigham;35/0830;B.P.W.;m;–;–;–;–;–;;
CUMBERLAND;;;;A.M.;m;–;–;–;–;–;;
CUMBERLAND;28;Arkleby;35/1439;R.H.;m;68;20;Frizington;Keswick;Keswick;;
CUMBERLAND;29;Bothe!;35/1838;E.G.;m;64;26;Whitrigglees;Bolton, Wigton;Bolton, Wigton;;
CUMBERLAND;30;Cockermouth;35/1230;E.R.D.;m;72;–;Cockermouth;Kirkoswald;Cockermouth;;
CUMBERLAND;31;Embleton;35/1630;D.A.G.;m;–;–;–;–;–;;
CUMBERLAND;32;Langlands;35/2736;J.F.;m;76;41;Sebergham;lvegill;Matterdale;;
CUMBERLAND;33;Upton;35/3239;F.A.;f;62;60;Caldbeck;Caldbeck;Uldale;;
CUMBERLAND;34;Hesket Newmarket;35/3438;A.M.;m;45;18;Wigton;Carlisle;Allonby;;
CUMBERLAND;35;Mungrisdale;35/3630;B.B.;f;62;32;Hayton;Cumberland;London;;
CUMBERLAND;36;Skelton;35/4335;N.G.;f;49;6;Bolton, nr. Wigton ;Bolton;Bewcastle;;Assisted by local residents 
CUMBERLAND;37a;Greystoke;35/4430;W.D.A.;m;66;27;Newcastle-on-Tyne, Northumberland;Chirnside, Berwickshire;Berwick-on-Tweed, Northumberland;;
CUMBERLAND;37b;Greystoke;35/4430;M.E.M.;f;53;20;Calthwaite;Kirklinton;Cumrew;;
CUMBERLAND;38;Great Salkeld;35/5536;J.L.P.;m;76;74;Lazonby;Kirkoswald;Lazonby;;
CUMBERLAND;39;Little Salkeld;35/5636;J.H.T.;m;84;64;Northumberland;Alston;Kirkoswald;;
CUMBERLAND;40;Penrith;35/5130;J.J.;m;67;40;Whitefield, Manchester, Lanes. ;same;same;;
CUMBERLAND;41;Lowca;25/9821;J.B.J.;m;66;30;Keswick;Cleator Moor;Longtown;;
CUMBERLAND;42;Workington;35/0028;E.M.S.;f;62;60;Workington;Aspatria;Harrington;;
CUMBERLAND;43;Little Clifton;35/0528;J.C. F.;m;–;18;Beckermet;Udford;Dalston;;
CUMBERLAND;44;Pardshaw;35/0924;T.E.W.;m;80;68;Pardshaw;Whitehaven;Allonby;;
CUMBERLAND;45;Lorton;35/1625;M.C.;m;60;22;Broughton Moor, Maryport ;same;same;;
CUMBERLAND;46;Braithwaite;35/2323;C.B.;m;57;54;Braithwaite;Gilcrux;Braithwaite;;
CUMBERLAND;47;High Hill;35/2623;T.W.;m;67;65;Keswick;same;same;;
CUMBERLAND;48;Beckthorns;35/3220;E.S.C.;m;67;65;Keswick;Lincolnshire;Suffolk;;
CUMBERLAND;49;Culgaith;35/6029;A.F.H.;f;59;34;Culgaith;Milburn, Westmorland;Culgaith;;
CUMBERLAND;50;Branstey;25/9819;T.B.;m;57;25;Whitehaven;same;same;;
CUMBERLAND;51;Whitehaven;25/9718;E.J.;f;63;55·;Whitehaven;Mylor Bridge, Cornwall;Mylor Bridge, Cornwall;;
CUMBERLAND;52;St Bees;25/9711;–.B.;f;55;52;St Bees;Brigham;Distington;;
CUMBERLAND;53;Arlecdon;35/0419;J.C.;m;44;20;Frizington;Harrington;Frizington;;
CUMBERLAND;54;Keekle (Sch.);35/0115;L.C.;f;–;5;–;–;–;;
CUMBERLAND;55;Egremont;35/0111;W.G.C.;m;49;46;Egremont;Egremont;Beckermet;;
CUMBERLAND;56;Borrowdale;35/2514;W.N .;m;73;32;Littlelangdale, Westmorland;Skelwith, Westmorland;Hill o'Millom;;
CUMBERLAND;57;Calder Bridge;35/0406;J.W.T.;m;45;26;Kinniside;Flimby;Cleator Moor;;
CUMBERLAND;58;Gosforth;35/0603;W.W.;m;56;20;Maryport;Maryport;Aspatria;;
CUMBERLAND;59;Black How Farm;35/0401;T.C.;m;79;40;Frizington;Bigriff;Haile;;
CUMBERLAND;60;Boot;35/1701;M.G.A.;f;64;40;Keswick;Workington;Borrowdale;;
CUMBERLAND;61;Drigg;34/0698;D.M.;m;62;20;Sellafield;Beckermet;Beckermet;;
CUMBERLAND;62;Bootle;34/1088;M.H.;f;58;38;Keswick;Lorton;Borrowdale;;
CUMBERLAND;63a;Millom;34/1780;D.C.;m;–;–;–;–;–;;
CUMBERLAND;63b;Millom;34/1780;F.W.;m;50;50;Millom;Ormskirk, Lanes.;Haverigg;;
DOWN;1;Holywood;J3978;J.H.W.;m;21;16;Belfast, Co. Antrim ;Newtown Hamilton , Co. Armagh  ;Belfast, Co. Antrim ;;
DOWN;2a;Newtownards;J4874;A.M.T.;f;21;11;Downpatrick;Ardglass;Downpatrick;;
DOWN;2b;Ards Peninsula ;J4874;S.S.;m;–;7;–;–;–;;
DOWN;3;Millisle;J5976;A.B.;f;40;39;Belfast, Co. Antrim ;Millisle;Ballyblack;;
DOWN;4;Lisnoe;J2661;D.W.;f;38;17;Taghnabrick;Lisburn;Taghnabrick;;
DOWN;5;Drumhirk;J4565;D.K.;m;–;–;Drumhirk, Comber ;same;same;;
DOWN;6;Ardmillan;J5063;S.J.J.;m;–;21;Belfast, Co. Antrim ;same;same;;
DOWN;7;Ballywalter;J6268;J.B.;m;23;22;Ballywalter;same;same;;
DOWN;8;Ballyhalbert;J6464;D.M.;m;72;72;Ballyhalbert;same;same;;
DOWN;9;Dromara;J2849;V.S.;f;21;19;Dromara;same;same;;
DOWN;10;Saintfield;J4058;J.G.;m;–;–;Ballygowan;Carryduff;Ballygowan;;
DOWN;11;Killyleagh;J5353;E.B.;m;51;–;Ballygawley;Terminane;Ballygawley;;
DOWN;12;Portaferry;J5953;I.S.;f;29;29;Portaferry;Dublin, Eire ;Portaferry;;
DOWN;13;Ardkeen;J6056;–.M.;f;52;12;Ballygelagh;Cloughey;Ballygelagh;;
DOWN;14;Saul;J5146;W.S.;m;84;60;Downpatrick;Loughinisland;Saul;;
DOWN;15;Raholp;J5347;J.F.;m;70;68;Raholp;same;same;;
DOWN;16;Bishops Court ;J5543;G.S.M.;m;59;59;Bishops Court ;same;same;;
DOWN;17;Loughbrickland;Jf337;E.J.E.K.;f;38;7;Jerrettspass;Drumbanagher , Co. Armagh;Dromantine;;
DOWN;18;Leitrim;J3016;A.C.;f;50;15;Leitrim;same;same;;
DOWN;19;Annsborough;J3537;H.G.O'N.;m;22;19;Ballylough;–;–;;
DOWN;20;Newcastle;J3730;W.G.S.;m;22;20;Newcastle;Downpatrick;Portadown;;
DOWN;21;Ardglass;J5537;M.W.;f;–;–;Ardglass;–;–;;
DOWN;22;Mayobridge;J1527;T.C.;f;40;21;Mayobridge;same;same;;
DOWN;23;Newry;J0926;N.C.;f;55;16;Newry;same;same;;
DOWN;24;Annalong;J3719;S.T.P.;m;33;30;Annalong;Annalong;Co. Down ;;
DOWN;25;Greencastle;J2512;W:M.;m;52;50;Greencastle;Co. Down ;Co. Down ;;
DOWN;26;Kilkeel;J3014;J.G.;m;78;78;Kilkeel;–;–;;
DOWN;27;Aughnaloopy;J3116;E.V.B.;f;25;25;Aughnaloopy;same;same;;
DOWN;28;Ballymartin;J3416;J.C.;m;22;20;Bally martin;Glenravel, Co. Antrim;Glenravel, Co. Antrim;;
DOWN;29;Moneydorragh;J3518;S.M.;m;75;73;Annalong;same;same;;
DOWN;30;Annalong;J3719;J.H.;m;;;Annalong;same;same;;
TYRONE;1;Dunnamanagh;H4402;G.D.;f;19;19;Dunnamanagh;same;same;;
TYRONE;2;Strabane;H3497;T.B.;m;71;71;East Donegal;–;Strabane;;
TYRONE;3;Strabane;H3497;M.Y.;f;66;30;Omagh;same;same;;
TYRONE;4;Stranagalwilly;H5400;–.D.;f;–;–;–;–;–;;
TYRONE;5;Tutlycar;H1282;A.M.M.;f;39;39;Castlederg;Killygordon, Co. Donegal, Eire;Castlederg;;
TYRONE;6;Castlederg;H2685;M.C.;f;22;20;Castlederg;Glasgow, Lanarkshire;Castlederg;;
TYRONE;7;Newtownstewart.;H4085;M.T.;f;48;48;Newtownstewart;same;same;;
TYRONE;8;Drumquin;H3274;N.M.A.T.;f;24;21;Drumquin;same;same;;
TYRONE;9;Carrickmore;H6472;–.M.;f;86;84;Carrickmore;Cregnadvesky;Carrickmore;;
TYRONE;10;Rock,  Dungannon;H7572;E.M.D.;f;58;35;Donaghmore;same;same;;
TYRONE;11;Cookstown;H8177;J.B.K.;m;54;30;Downpatrick , Co. Down;Co. Down;Downpatrick, Co. Down;;
TYRONE;12;Stewartstown;H8772;M.D.;f;22;7;Drumhubbert;Drumhubbert;Stewartstown;;
TYRONE;13;Coagh;H8978;A.W.;f;22;20;Ballymoyle, Co. Wicklow;same;same;;
TYRONE;14;Kilskeery;H3054;C.M.;m;67;65;Kilskeery;same;same;;
TYRONE;15;Aughnacloy;H6652;W.M.B.;f;36;14;Garvagh, Co. Londonderry;Kilrea, Co. Londonderry;Garvagh, Co. Londonderry;;
TYRONE;16;Fivemiletown;H4447;R.E.C.;f;38;4;Co. Donegal, Eire ;same;same;;
ANTRIM;1;Portballintrae to Ballintoy;C0445;J.M.;f;36;12;Belfast;Belfast;Ballymoney;;
ANTRIM;2;Portballintrae;C9342;J.C.F.;f;44;–;Port Ballintrae;Ballyclough, Co. Cork;Ballyhackett, Co.;;
ANTRIM;3;Bushmills;C9440;H.S.;m;23;23;Bushmills;Belfast;Bushmills;;
ANTRIM;4;Dervock;C9731;H.H.;f;–;–;–;–;–;;
ANTRIM;4A;Moss Side;D0135;A.C.;m;–;–;–;–;–;;
ANTRIM;5a;Armoy;D0632;M.M.;f;22;19;Armoy;same;same;;
ANTRIM;5b;Armoy;D0632;A.M.;f;55;34;Ballycastle;same;same;;
ANTRIM;6;Glendun;D2332;–.S.;f;;;;;;;and family.
ANTRIM;7;Cushendun;D2432;P.P.D.;m;45;12;Glenravel;Co. Mayo, Eire;Glenravel;;
ANTRIM;8a;Ballymoney;C9426;M.T.H.;f;37;4;South Antrim;–;–;;Collected from elderly residents of  Ballymoney
ANTRIM;8b;Ballymoney;C9426;–.H.;f;–;–;Scotland;Scotland;North Antrim;;
