las_county;las_numb;residency;grid;name;sex;age;residence yrs;birth_inf;birth_mot;birth_fat;school;comment
PERTH;21;Rattray;37/1845;M.W.T.L.;f;39;36;Rattray;same;same;;
PERTH;22;Marlee;37/1543;J.A.M.;m;41;41;Marlee;Clunie;Marlee;;
PERTH;23;Meigle;37/2844;E.D.N.T.;f;32;32;Meigle;same;same;;
PERTH;24;Killin;27/5732;M.A.M.;f;80;50;Ardchattan, Argyllshire;Kirkhill, Inverness;Ardchattan, Argyllshire;;
PERTH;25;Bankfoot;37/0635;M.G.S.;f;82;54;Bankfoot;Aberdeenshire;Morayshire;;
PERTH;26;Kinglands  (Sch.l;37/0233;C.J.C .;f;48;10;Dunkeld;Thirsk, Yorks.;Ballinluig;;
PERTH;27;Luncarty;37/0930;J.G.;m;76;73;Luncarty;same;same;;
PERTH;28;Drummond Hall;37/1036;A.A.;m;–;10;Tibbermore;Braco;Comrie;;
PERTH;29a;Newbigging Farm;37/1236;D.G.B.;m;66;44;Benchill, Redgorton;Carey, Abernethy;Newbigging, Kinclaven;;
PERTH;29b;Stanley;37/1033;J.R.;m;84;55;Dunfermline, Fife;same;same;;
PERTH;30;Wolf  Hill;37/1533;A.A.;m;75;72;Wolfhill;Cargill;Cargill;;
PERTH;31;Loanhead;37/1432;–.M.;f;66;22;Fintry;Bendochty;Kettins;;
PERTH;32;Woodside;37/2037;J.W.M.;f;42;33;Burrelton;Ardler;Dundee, Angus;;
PERTH;33;Longforgan;37/3130;D.R.;m;57;48;Dundee, Angus;Abernyte;Broughty, Ferry Angus;;
PERTH;34;Crianlarich;27/3825;A.A.;f;;;;;;;Completed with the help of various local residents
PERTH;35;Lochearnhead;27/5823;D.M.;m;25;22;Lochearnhead;Lochearnhead;Brig O'Turk;;
PERTH;36;Balquhidder;27/5320;F.M.;f;65;10;Gairloch, Ross-shire;same;same;;
PERTH;37;St Fillans (Sch.);27/6924;A.B.R.;f;–;–;–;–;–;;
PERTH;38;Coishavachan;27/7427;W.M.;m;–;50;–;–;–;;
PERTH;39;Comrie;27/7722;J.G.;m;77;54;Comrie;Comrie;Fowlis Wester, by Grieff ;;
PERTH;40;Gilmerton;27/8823;A.M.;f;60;60;Gilmerton;Grieff;Crieff;;
PERTH;41a;Grieff;27/8621;M.M.M.;f;70;57;Auchterarder;Dunkeld;Kiltarlity, Inverness-shire ;;
PERTH;41b;Grieff;27/8621;N.M.;f;60;25;Glasgow, Lanarkshire;same;same;;
PERTH;42;Culnacloich;27/9429;P.A.;m;69;66;Culnacloich;Castlehill, Logiealrnond ;Kipney, Logiealmond ;;
PERTH;43;Buchanty;27/9238;H.G.E.;f;62;28;Huntly;Aberdeen;Aberdeenshire;;
PERTH;44;Newbigging;27/9424;J. Y.;m;67;64;Methven;Grieff;Methven;;
PERTH;45;Fowlis Wester;27/9223;M.M.;f;70;70;Fowlis Wester;–;–;;
PERTH;46;Pitcairngreen;37/0627;J.A.;m;72;72;Pitcairngreen;Moneydie;Cromwellpark;;
PERTH;47;Methven;37/0225;;;;;;;;;
PERTH;48;Ruthvenfield;37/0825;D.L.;m;70;67;Ruthvenfield;same;same;;
PERTH;49;Tibbermore;37/0523;W.J.;m;73;70;Tibbermore;Baldernock, nr. Glasgow, Lanarkshire ;Mollinsburn, nr. Glasgow, Lanarkshire;;
PERTH;50;Balbeggie;37/1629;M.G.;f;61;29;Guildtown;Redstone (Cargil);Guildtown;;
PERTH;51a;New Scone;37/1325;A.H.;m;–;–;–;–;–;;
PERTH;51b;New Scone ;37/1325;J. Y ;m;70;25;Perth;same;same;;
PERTH;52a;Perth;37/1123;W.T.C.;m;43;19;Kirkcudbright;Lockerbie, Dumfries-shire  ;Dumfries;;
PERTH;52b;Perth;37/1123;S.G.;m;72;45;Tullymet;Kinclaven;Tullymet;;
PERTH;52c;Perth;37/1022;J.H.;m;84;20;Aberdalgie;Aber-Ruthven;Crieff;;
PERTH;52d;Perth;37/1023;A.M.;m;66;50;Perth;same;same;;
PERTH;52e;Perth;37/1123;C.C.R. ;m;65;62;Perth;St Andrews,Fife ;Fowlis Wester ;;
PERTH;53;Kinnoull;37/1223;R.G.T. ;m;–;–;–;–;–;;
PERTH;54;Glencarse;37/1921;–.G. ;f;–;–;–;–;–;;
PERTH;55;Craigend (Sch.) ;37/1220;S.W.;m;–;–;–;–;–;;
PERTH;56;Rhynd;37/1520;D.C.;m;81;78;Rhynd;Kinfauns;Rhynd;;
PERTH;57;Baledgarno;37/2828;E.W.M.;f;62;59;Baledgarno;Abernyte;Newtyle, Angus ;;
PERTH;58;Rait;37/2226;W.B.;f;71;68;Rait;Kilspindie;Pitlessie, Fife ;;
PERTH;59;Errol;37/2522;R.S.;m;62;26;Bellshill, Lanarkshire ;Airdrie, Lanarkshire ;Bellshill, Lanarkshire ;;
PERTH;60;Pilmore;37/3229;C.P.;m;69;50;Dundee, Angus ;–;–;;
PERTH;61;Muthill;27/8617;C.D.;f;84;84;Muthill;–;–;;
PERTH;62;Auchterarder;27/9412;J.L.T.;m;50;8;Blackford;Ayr;Auchterarder;;
PERTH;63;Newton of Pitcairns ;37/0214;D.H.;m;72;68;Dunning;same;same;;
PERTH;64;Bridge of Earn ;37/1318;J.A.F.;m;66;29;Montrose, Angus ;Montrose, Angus ;Laurencekirk, Kincardineshire;;
PERTH;65;Abernethy;37/1916;M.B.;f;89;87;Abernethy;Not certain  ;Abernethy;;
PERTH;66;Glenbruach;27/5106;J.S.;m;68;65;Cambusmore;Scone;Perth;;
PERTH;67;Aberfoyle;27/5200;M.M.;f;72;49;Dufftown, Banffshire;–;–;;
PERTH;68;Malling West;27/5600;D.G.;m;81;–;Port of Mentieth;Islay, Argyllshire;nr. Stirling;;
PERTH;69;Callander;27/6207;A.M.;m;65;62;Callander;same;same;;
PERTH;70;Thornhill;27/6600;D.A.;m;–;–;Thornhill;same;same;;
PERTH;71;Deanston;27/7101;C.S.;m;;;;;;;Completed by various aged local residents.
PERTH;72;Doune;27/7201;P.M.;m;38;36;Doune;–;–;;
PERTH;73;Gartmore;26/5297;J.F.;m;76;–;Gartmore;Balfron, Stirlingshire;Gartmore;;
PERTH;74;Dykehead;27/5997;C.S.N.;f;–;–;–;–;–;;
FIFE;1;Pittachope;37/3120;H.F.;m;52;52;Brunton;–;–;;
FIFE;2;Tayport;37/4528;A.M.S.;f;55;29;Forgan;Blair Atholl, Perthshire;Kilmany;;
FIFE;3;Newport;37/4127;A.B.M.S.;f;65;54;Dundee, Angus;Newport;Tealing, Angus;;
FIFE;4;Leuchars;37/4521;J.E.;m;55;48;Lochgelly;Cardenden;Lochgelly;;
FIFE;5;Logie;37/4020;–.M.;f;71;35;nr. Dundee, Angus;Strathmore;Crail;;
FIFE;6;Balmullo;37/4220;J.G.M.;f;59;18;Leuchars;Forgan;Mains of  Strathmartine, Angus;;
FIFE;8;Abdie (Sch.);37/2516;C.S.C.;f;44;44;Auchtermuchty;Newburgh;Gifford town, nr. Ladybank;;
FIFE;9a;Auchtermuchty;37/2311;B.L.D.;f;60;48;Auchtermuchty;Auchtermuchty;Ladybank;;
FIFE;9b;Auchtermuchty;37/2311;A.S.;m;80;40;Dunshelt;Auchtermuchty;Portobello, Midlothian ;;
FIFE;10;Strathmiglo;37/2110;J.P.S.;f;63;60;Strathmiglo;Strathmiglo;Strathmiglo;;
FIFE;11;Latham;37/3014;M.I.S.;f;73;70;Letham;Dundee, Angus ;nr. St Andrews ;;
FIFE;12;Cupar;37/3714;J.E.D.;m;50;5½;Blantyre, Lanarkshire ;Glasgow, Lanarkshire ;Lanarkshire;;
FIFE;13;Ladybank;37/3010;J.G.C.;f;48;44;Ladybank;same;same;;
FIFE;14;Wester Dron ;37/4116;H.G.;m;65;40;Leuchars;Not known ;Kingskettle;;
FIFE;15;Strathkinnes;37/4516;–.l.;f;88;36;Kinaldy, St Andrews ;Cupar;Falkland;;
FIFE;16;Kingsbarns;37/5911;W.S.W.;m;63;24;Kirkcaldy;same;same;;
FIFE;17;Woodend;37/5312;R. B. ;m;60;40;St Andrews ;Newport;St Andrews ;;
FIFE;18;Gateside;37/1809;J.S. H. ;m;75;–;Glasgow, Lanarkshire ;Gateside;Leith, Midlothian ;;
FIFE;19;Leslie;37/2401;T.C.S.;m;69;66;Leslie;Cleish, Kinross-shire ;Anstruther;;
FIFE;20;Markinch;37/2901;W.W.;m;84;44;Leslie;Auchtertool;Kinross-shire;;
FIFE;21;Kingskettle;37/3008;J.D.N.;f;63;27;Markinch;London;Arngask, Perthshire ;;
FIFE;22;Kennoway;37/3502;S.P.C.C.;f;63;63;Kennoway;Stonehaven, Kincardineshire;Lairg, Sutherland-shire ;;
FIFE;23;Leven;37/3!,!01;J.M.;m;81;68;Kinross;Kinross;Guay, Perthshire ;;
FIFE;;;;G.B.;m;76;30;Buckhaven;Abdie;Kirkcaldy;;Assisted by 
FIFE;24;Milton of Balgonie ;37/3200;D.C.;m;74;70;Methil;–;–;;
FIFE;25;New Gilston ;37/4208;W.M.;m;65;36;Appleton, New Gilston;same;Woodside, nr. New Gilston ;;
FIFE;26;Largoward;37/4607;E.N.D.;f;43;40;Largoward;same;same;;
FIFE;27;Upper  Largo;37/4203;A.B.I.;f;73;24;Muthill, Perthshire;Fife;Perthshire;;
FIFE;28;Drumeldrie;37/4403;R.P.;m;34;31;Drumeldrie, Lower Largo;Anstruther;By Leven;;
FIFE;30;Carnbee;37/3306;J.A.I.;m;64;22;Hawick, Roxburghshire;same;same;;
FIFE;31;Arncroach;37/5105;E.G.C.;f;53;52;Arncroach;Gasstown, Dumfries-shire;Peatinn, Fife;;
FIFE;32;Cellardyke;37/5703;P.S.;m;80;77;Cellardyke;same;same;;
FIFE;33;Pittenweem;37/5402;M.N.H.;f;78;20;Pittenweem;Pittenweem;Crail;;
FIFE;34;St Monance;37/5201;D.D.;m;45;5;Crail;Arbroath, Angus;Crail;;
FIFE;35;Crail;37/6107;A.M.H.;f;53;31;Crail;same;same;;
FIFE;36a;Saline;36/0292;J.H.B.;f;66;50;Saline;Dunfermline;Dunfermline;;
FIFE;36b;Saline;36/0292;J.N.;m;51;48;Saline;Saline;Edinburgh, Midlothian;;
FIFE;37;Lochore and Ballingry;36/1797;1.M.C.;m;38;2;St Andrews;Brechin, Angus;Boarhills;;
FIFE;38;Crosshill;36/1896;Mr-A.;m;91;40;Capledrae;Roscobie;Milnathort;;
;;;;Mrs-A.;f;78;;Lochgelly;Capledrae;Lochgelly;;
FIFE;39;Kelty;36/1494;I.T.;m;39;36;Kelty;Kelty;Bo'ness, West Lothian;;
FIFE;40a;Lochgelly;36/1893;B.G.F.;f;61;58;Lochgelly;Lochgelly;Lassodie;;
FIFE;40b;Lochgelly;36/1893;E.C.H.;f;63;60;Lochgelly;Cowdenbeath;Lochgelly;;
FIFE;41a;Cowdenbeath;36/1691;G.S. H.;m;43;35;Cowdenbeath;Kirkcaldy;Chirnside, Berwick-shire ;;
FIFE;41b;Cowdenbeath;36/1691;J.C.M.;m;49;40;Cowdenbeath;Falkirk;Dunning, Perthshire;;
FIFE;41c;Cowdenbeath;36/1691;R.N.;m;60;15;Broxburn, West Lothian;Ireland;Ireland;;
FIFE;41d;Cowdenbeath;37/1691;J.K.O.;m;48;20;Kirkcaldy;same;same;;
FIFE;42;Thornton;36/2897;M.L.C.;f;54;47;Markinch;Leslie;Leslie;;
FIFE;43a;Cardenden;36/2195;J.C.;f;57;50;Kirkcaldy;West Wemyss;West Wemyss;;
FIFE;43b;Cardenden;36/2195;C.A.M.;m;78;49;Dunfermline;Lochgelly;Midlothian;;
FIFE;44a;Kirkcaldy;36/2791;J.B.T.C.;f;61;48;Kirkcaldy;Dysart;Auchtertool;;
FIFE;44b;Kirkcaldy;36/2791;A.M.;m;;;;;;;Information supplied by man of 80 years.
FIFE;44c;Kirkcaldy;36i2791;M.D.N.;f;52;49;Kirkcaldy;Stirling;Kirkcaldy;;
FIFE;44d;Kirkcaldy;36/2791;A.G.N.;f;58;50;Kirkcaldy;same;same;;
FIFE;44e;Kirkcaldy;36/2791;D.L.K.T.;m;62;36;Kirkcaldy;Leven;Ceres;;
FIFE;44f;Kirkcaldy;36/2791;;;;;;;;;Completed with the assistance of various local people.
FIFE;45;Methii hill;36/3699;J.F.;m;39;36;Windygates;Birmingham, Warwickshire ;Warwickshire;;
FIFE;46;Methil;36/3799;J.S.;m;68;65;Methil;Methil;Methilhill;;
FIFE;47;Denbeath  (Sch.);36/3598;J.A.;m;62;1;Kirkcaldy;Dysart;Dysart;;
FIFE;48;Buckhaven;36/3698;J.C.G.;m;85;62;Buckhaven;Buck haven;St Andrews;;
FIFE;49;East Wemyss;36/3496;M.G.;f;–;27;Dunshalt;Kirkcaldy;Dusart;;
FIFE;50;West Wemyss;3 /3294;A.J.G.;m;–;–;–;–;–;;
FIFE;51;Kincardine-on-Forth;26/9387;J.T.;m;73;70;Kincardine-on-Forth;Kincardine-on-Forth;Buckhaven;;
FIFE;52;Blairhall (Sch.);26/9987;;;;;;;;;Words have been supplied by school children.
FIFE;53;Culross;26/9885;A.F.;f;56;30;Dunfermline;Cumbernauld, Dunbartonshire ;Dunfermline;;
FIFE;54;Oakley;36/0289;M.S.R.;;66;9;Oakley;Coatbridge, Lanark-shire ;Carnock, nr. Oakley;;
FIFE;55a;Dunfermline;36/0987;M.C. D.;f;51;48;Dunfermline;Dunfermline;Cults;;
FIFE;55b;Dunfermline;36/0987;W.R.J .;f;28;25;Dunfermline;Kinross;Dunfermline;;
FIFE;55c;Dunfermline;36/0987;A.M.;f;65;56;Thornton;Dunfermline;Dunfermline;;
FIFE;55d;Dunfermline;36/0987;J.M.M.;f;67;64;Dunfermline;same;same;;
FIFE;55e;Dunfermline;36/0987;A.W.S.;f;68;65;Dunfermline;Dunfermline;Culros;;
FIFE;55f;Dunfermline;36/0987;J.S.;m;51;48;Dunfermline;same;same;;
FIFE;55g;Dunfermline;36/0987;–.V.;f;65;62;Dunfermline;same;same;;
FIFE;56;Torryburn;36/0286;J.W.;m;69;66;Torryburn;same;same;;
FIFE;57;Charlestown;36/0683;C.R.;f;69;69;Limekilns;Low  Valley Field;Edinburgh, Midlothian;;
FIFE;58;Limekilns;36/0783;J.T.;m;;;;;;;Answers provided by a local resident.
FIFE;59;Halbeath;36/1288;R.W.;m;43;4½;Portnockie, Banffshire;Cullen, Banffshire;Portnockie, Banffshire;;
FIFE;60;Crossgates;36/1488;T.M.B.;m;63;60;Crossgates;same;same;;
FIFE;61;Aberdour;36/1985;M.R.M.R.;;;;;;;;Information obtained from various local residents.
FIFE;62;I nverkeithing;36/1383;C.M.;m;45;42;Inverkeithing;lnverkeithing;St Davids;;
FIFE;63;North Queensferry;36/1380;E.M.;m;45;30;Malta;Kettlehill;Portsmouth, Hants.;;
FIFE;64a;Burntisland;36/2386;A.M.;m;–;10;;;;;Information obtained from various local people 
FIFE;64b;Burntisland;36/2386;J.L.M.;m;57;12;Kirkcaldy;same;same;;
CLACKMANNAN;1;Menstrie;26/8597;R.M.;m;58;10;Alva;same;same;;
CLACKMANNAN;2;Alva;26/8897;J.N.J.;m;68;25;Alva;Cambusbarn;Alva;;
CLACKMANNAN;3;Sauchie;26/8995;P.H.H.;m;47;5;Ayrshire;Ayrshire;Lanarkshire;;
CLACKMANNAN;4a;Alloa;26/8892;M.R.T.;f;64;64;Alloa;Pleanmill, Stirlingshire ;Bannockburn, StirIingshire ;;
CLACKMANNAN;4b;Alloa;26/8892;T.S.;m;62;50;Sauchie;Sauchie;Menstrie;;
CLACKMANNAN;4c;Alloa;26/8892;A.H.G.;f;64;61;Sauchie;same;same;;
CLACKMANNAN;4d;Alloa;26/8892;–.P.;f;60;60;Alloa;Comrie, Perthshire;Alloa;;
;;;;–.M.;f;92;92;Alloa;;Alloa;;
;;;;–.M.;f;59;30;Alloa;Stirling;Airdrie;;
CLACKMANNAN;5;Dollar;26/9698;M.W.;f;64;60;TiIIicouItry;Newmilns, Ayrshire;Strathaven, Lanarkshire ;;
CLACKMANNAN;6;Forest Mill;26/2593;C.S. L.;f;59;27;Carron, Stirlingshire;Parish of Kilmuir, Skye, Inverness-shire;Laurieston, Stirlingshire;;
CLACKMANNAN;7;Clackmannan;26/9191;L.S.;m;70;66;Clackmannan;same;same;;
STIRLING;1;Buchanan (Sch.) ;26/4490;C.G.E.;f;;;;;;;Completed with the assistance of local residents 
STIRLING;2;Buchlyvie;26/5793;M.C.S.;f;71;–;Buchlyvie;same;same;;
STIRLING;3;Kippen;26/6594;W.D. ;m;72;72;Kippen;St Ninians ;Kippen;;
STIRLING;4;Bridge of Allan ;26/7997;J.J.M.;m;78;78;Dunblane, Perthshire ;Ceres, Fife ;Ruthvenfield, nr. Perth ;;
STIRLING;5;Kildean;26/7895;–;–;–;–;–;–;–;;
STIRLING;6;Gargunnock;26/7094;D.M.;m;67;55;Gargunnock;Argyllshire;Argyllshire ;;
STIRLING;7a;Stirling;26/7993;A.A.;m;62;14;Kilsyth;same;same;;
STIRLING;7b;Stirling;26/7993;J.L.F.;m;57;15;Glasgow, Lanarkshire ;Antrim, Northern Ireland ;Devon;;
STIRLING;7c;Stirling;26/7993;M.C.H.;f;50;47;Stirling;Paisley, Renfrewshire ;Alva, Clackmannanshire ;;
STIRLING;7d;Stirling;26/7993;J.K.;m;83;70;Alva, Clackmannanshire ;Alloa, Clackmannanshire;Alloa, Clackmannanshire;;
STIRLING;7e;Stirling;26/7993;J.M.T.;f;55;55;Stirling;St Ninians ;Newhouse;;
STIRLING;7f;Stirling;26/7993;H.C.W.;f;69;27;Alloa, Clackmannanshire ;Alloa, Clackmannanshire ;Paisley, Renfrewshire ;;
STIRLING;8;Cambusbarron;26/7792;E.J.;f;43;21;Stirling;Minnigaff, Kirkcudbrightshire ;Cambusbarron, Stirling ;;
STIRLING;9;St Ninians ;26/7991;J.R.;f;64;35½;Cumbernauld, Dunbartonshire ;same;same;;
STIRLING;10;Causewayhead;26/8095;J.S.;m;60;57;Causewayhead ;Culross, Fife ;Cupar, Fife ;;
STIRLING;11;Kersie Mains ;26/8791;A.G.;m;80;77;Kippen;Near Stirling ;;;
STIRLING;12;Bannockburn;16/8090;D.M.;m;63;5;Eskdalemuir, Dumfriess-shire ;Croy, Nairnshire ;Drumnadrochit, Inverness-shire ;;
STIRLING;13;Drymen;26/4788;M.G.G.;f;67;67;Drymen;same;same;;
STIRLING;14;Balfron;26/5589;–.S.;f;68;64;Balfron;Coatbridge, Lanarkshire;Longtown, Cumberland;;
STIRLING;15;Killearn;26/5286;P.M.J.;m;41;33;Glasgow, Lanarkshire;Leith, Midlothian;Loch Lomond side, Dunbartonshire;;
STIRLING;16;Banknock;26/7980;R.P.;f;52;38;Grangemouth;Tullibody, Clackmannanshire;Banknock;;
STIRLING;17;Cowie;26/8389;A.W.;m;63;7;Carronshore;Kinnaird;Carronshore;;
STIRLING;18;Dunmore;26/8989;H.C.G.;f;67;22;Dunmore;Bridge-end;Edinburgh, Midlothian ;;
STIRLING;19;Plean;26/8386;H.T.;m;58;–;Plean;Drongan, Ayrshire ;Little Mill, Ayrshire ;;
STIRLING;20;Carronshore;26/8983;C.W.;m;73;73;Bothkennar;Larbert;Bothkennar;;
STIRLING;21a;Denny;26/8182;M.M.;f;71;5;Dunipace;Dennyloanhead ;Dunipace;;
STIRLING;21b;Denny;26/8182;A.C.;f;67;64;Denny;Denny;Ireland;;
STIRLING;22a;Larbert;26/8582;T.H.;m;69;67;Larbert;East Linton, East Lothian;Haddington, East Lothian ;;
STIRLING;22b;Larbert;26/8582;P.R.;m;78;75;Stenhousemuir, Larbert ;Torwood, Larbert ;Stenhousemuir, Larbert ;;
STIRLING;23a;Bonnybridge ;26/8280;P.O.;m;55;1;Kilsyth;Airdrie, Lanarkshire ;Kilsyth;;
STIRLING;23b;High Bonnybridge ;26/8280;E.F.F.;f;22;19;High Bonnybridge ;Coatbridge, Lanarkshire ;High Bonnybridge ;;
STIRLING;23c;Bonnybridge;26/8280;I.G.R.;f;61;58;Bonnybridge;Carron;Stirling;;
STIRLING;24;Camelon;26/8680;J.C.;m;76;49;Falkirk;same;same;;
STIRLING;25a;Falkirk;26/8880;D.C.;m;71;46;Dunoon, Argyllshire ;Achahoish, Argyllshire  ;Ardrishaig, Argyllshire  ;;
STIRLING;25b;Falkirk;26/8880;A.H.;m;73;66;Glasgow, Lanarkshire ;Falkirk;Falkirk;;
STIRLING;25c;Falkirk;26/8880;M.C.M.;f;49;16;Bothkennar, Falkirk ;Carronshore, Falkirk ;Carronshore;;
STIRLING;25d;Falkirk;26/8880;A.R.W.;m;73;65;Harthill, Lanarkshire;Barrhead, Renfrew-shire ;Shieldhall, by Falkirk ;;
STIRLING;26a;Grangemouth;26/9281;A.B.;m;52;43;Falkirk;Glasgow, Lanarkshire ;Glasgow;;
STIRLING;26b;Grangemouth;26/9281;F.C.D.;f;61;50;Grangemouth;Dairy, Ayrshire ;West Wemyss, Fife ;;
STIRLING;26c;Grangemouth;26/9281;J.J.H.;m;;;;;;;Completed with the help of various local residents. 
STIRLING;26d;Grangemouth;26/9281;J.M.R.;f;68;54;Kincardine-on-Forth;Kincardine-on-Forth;Perth;;
STIRLING;26e;Grangemouth;26/9281;R.T.;m;47;33;Girvan;Camelon;Camelon;;
STIRLING;26f;Grangemouth;26/9281;J.W.;f;66;66;Grangemouth;Grangemouth;Banffshire;;
STIRLING;27a;Lennoxtown ;26/6277;M.C.K.;f;62;59;Lennoxtown ;Lesmahagow, Lanarkshire;Lennoxtown ;;
STIRLING;27b;Lennoxtown;26/6277;E.S.;m;68;65;Lennoxtown;Lennoxtown;Eire;;
STIRLING;28;Queenzieburn;26/6977;R.H.;m;37;32;Kilsyth;Carronshore, Falkirk ;Coleraine, Northern Ireland ;;
STIRLING;29;Milton;26/6576;D.C.;m;64;56;Milton;Old Kilpatrick, Dunbartonshire  ;Kirkintilloch Dunbartonshire ;;
STIRLING;30;Torrance;26/6174;C.O.J.C.;m;62;59;Torrance;Torrance;Norway;;
STIRLING;31;Balmore;26/6073;J.B.;m;–;–;Balmore;–;Balmore;;
STIRLING;32;Kilsyth;26/7178;P.S.;m;61;61;Kilsyth;Banton, nr. Kilsyth ;same;;
STIRLING;33;Castlecary (Sch.) ;26/7978;I.H.S.;f;;;;;;;Completed by various local residents 
STIRLING;34;Greenhill;26/8279;A.F.;m;59;56;Greenhill;Durris, Aberdeenshire;Duns, Berwickshire;;
STIRLING;35a;Slamannan;26/8573;J.F.;m;59;50;Limerigg;Greengairs, Lanarkshire ;Low Limerigg;;
STIRLING;35b;Slamannan;26/8573;E.G.;f;72;40;Slamannan;Fife;Siamannan;;
STIRLING;36;Laurieston;26/9079;J.H.M.;m;85;49;Coatbridge, Lanarkshire;Dundonald, Ayrshire;Airdrie, Lanarkshire;;
STIRLING;37a;Polmont;26/9378;E.R.;f;54;–;Polmont;Fife;Grangemouth;;
STIRLING;37b;Polmont;26/9378;J.S.;m;57;54;Falkirk;Greenock, Renfrewshire ;Hawick, Roxburghshire ;;
STIRLING;38;Redding Muirhead ;26/9177;A.J.W.W. ;f;23;20;Redding Muirhead ;Newhouse, Lanarkshire;Camelon, Falkirk ;;
STIRLING;39a;Brightons;26/9277;W.T.A.;m;37;16;Falkirk;same;same;;
STIRLING;39b;Brightons;26/9277;I.D.G.R.;f;26;23;Brightons;Polmont;Brightons;;
STIRLING;40;Maddiston;26/9476;M.K.T.;f;25;22;Edinburgh, Midlothian;Plains, Airdrie, Lanarkshire;Maddiston;;
STIRLING;41;Blackbraes;26/9075;D.P.J.;m;43;8;Auchinstarry, Dunbartonshire;Penicuik, Midlothian ;Auchinstarry, Dunbartonshire;;
STIRLING;42a;Avonbridge;26/9172;J.A.E.;f;60;48;Bathgate, West Lothian;Bellshill, Lanarkshire;Airdrie, Lanarkshire;;
STIRLING;42b;Avonbridge;26/9172;J.J.;f;46;43;Avonbridge;Old  Monkland, Lanarkshire;Torphichen, West Lothian;;
DUNBARTON;1;Garelochhead;26/2391;M.H.;f;69;66;Garelochhead;Easthouse, Lanarkshire;Auchterarder, Perthshire;;
DUNBARTON;2;Luss;26/3592;J.F.;m;77;74;Luss;Buchanan, Stirlingshire ;Muthill, Perthshire;;
DUNBARTON;3;Roseneath;26/2583;M.H.C.;m;44;–;Roseneath;Roseneath;Kilmarnock, Ayrshire;;
DUNBARTON;4a;Helensburgh;26/2982;J.B.;m;;;;;;;Assisted by others.
DUNBARTON;4b;Helensburgh;26/2982;I.S.;f;–;–;–;–;–;;
DUNBARTON;5;Balloch;26/3982;A.S.;f;–;–;–;–;–;;
DUNBARTON;6;Jamestown;26/3981;E.G.;f;64;60;Balloch;Balloch;Lochgelly, Fife;;
DUNBARTON;7a;Alexandria;26/3980;J.A.;m;55;50;London;England;Bonhill;;
DUNBARTON;7b;Alexandria;26/3980;A.B.;m;67;64;Alexandria;Renton;Alexandria;;
DUNBARTON;7c;Alexandria;26/3980;M.B.J.;f;72;69;Alexandria;Drymen, Stirlingshire;Alexandria;;
DUNBARTON;8;Cardross;26/3477;J.S.M.;m;50;4½;Alexandria;Bonhill;Forres, Morayshire;;
DUNBARTON;9;Kirktonhill;26/3875;M.N.H.;f;71;68;Glasgow, Lanarkshire;Glasgow, Lanarkshire;Dunbarton;;
DUNBARTON;10;Dunbarton;26/3975;R.W.M.;m;63;12;Birkenhead;Brechin, Angus;Ettrick, Selkirk-shire ;;
DUNBARTON;11;Milton;26/4274;M.F.S.;f;–;13;Glasgow, Lanarkshire;Fife;Banff;;
DUNBARTON;12;Old Kilpatrick;26/4672;W.I.;m;62;25;Newton, Lanarkshire;Lochgoilhead, Argyllshire ;Bishopbriggs, Lanarkshire ;;
DUNBARTON;13a;Milngavie;26/5574;J.F.;–;65;45;Newton Don, Roxburghshire ;Balfron, Stirlingshire;Buchlyvie, Stirling;;
DUNBARTON;13b;Milngavie;26/5574;C.H.;m;63;32;Edinburgh, Midlothian;Banff;Wishaw, Lanarkshire;;
DUNBARTON;13c;Milngavie;26/5574;W.N.;m;61;30;Sandbank, Argyll shire;Paisley, Renfrewshire ;Paisley, Renfrewshire ;;
DUNBARTON;14a;Bearsden;26/5372;D.F.M.;m;83;36;Old Cumnock, Ayrshire;Old Cumnock, Ayrshire ;Huntly, Aberdeen-shire ;;
DUNBARTON;14b;Bearsden;26/5372;J.K.R.;f;71;29;Glasgow, Lanarkshire;Glasgow, Lanarkshire;East Lothian;;
DUNBARTON;15;Kessington;26/5571;G.H.;m;;;;;;;Information obtained from the local farm workers. 
DUNBARTON;16a;Kirkintilloch;26/6574;J.P.;m;;;;;;;With the assistance of various people. 
DUNBARTON;16b;Kirkintilloch;26/6574;G.M.T.;m;43;40;Kirkintilloch;Kilsyth, Stirlingshire;Twechar;;
DUNBARTON;17;Lenzie;26/6571;A.D.C.;m;70;60;Kirkintilloch;Carluke, Lanarkshire;Carstairs, Lanarkshire;;
DUNBARTON;18;Croy;26/7275;J.W.;m;45;40;Smithston, Croy;Smithston, Croy;Denny, Stirlingshire;;
ARGYLL;1;Ardgour;27/0974;D.C.M.;f;65;37;Tobermory, Mull;Kinloch, Mull;Greenock, Renfrewshire;;
ARGYLL;2;Kinlochleven;27/1861;J.S.L.;m;56;11;Kirkcaldy, Fife;Dysart, Fife;Kennoway, Fife;;
ARGYLL;3;Tobermory;17/5055;D.M.M.;m;45;42;Tobermory;Isle of Mull;Isle of  Mull;;
ARGYLL;4;Port Appin;17/9045;I.J.M.;f;63;60;Port Appin;Kilbrandon;Easdale;;
ARGYLL;5;Auchnacraig;17/7330;W.R.F.;m;48;38;Auchnacraig;Island of  Erraid;Auchnacraig;;
ARGYLL;6;Leob;17/4023;D.C.;m;83;14;Uisken, Mull;Aharacle, Ardnamurchan ;Aharacle;;
